Gender,Interest,Skills,Any_Add_Cert_Courses,Cert_Courses_Desc,Course
Female,Research;Game industry;Data scientist,Programming Language skills;Business Knowledge;Analytical Skills;Communication skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;Artificial Intelligence;Good communication skills,Yes,Data science ,B.Sc
Male,Teaching;Web Designing;Data analytics;Govt. Job;Data scientist;All fields related to Data science.;SAP Consultant in MM;Information Technology;Machine Learning;Automotive Textile machineryâ€™s,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Machine Learning skills;Wealth Management;Presentation Skills;SAP,No,No,BE
Female,Govt. Job,Accounting Skills;Programming Language skills;Editing;Writing skills;Python;HR;Good communication skills,Yes,Data science ,B.Sc
Male,Information Technology,SQL;Java;Javascript,Yes,Java developer ,BCA
Male,Research;Data analytics;Data scientist,Active Listening;Designing skills;Python,Yes,From ibm machine learning with python,B.Tech
Male,News Coverage;Research;Social Justice;Technology;Trading;Understand human behaviour;Supply Chain Analysis;Data analytics;Digital marketing;Data scientist;Market reserach;Social media marketing,Data Visualization skills( Power Bi/ Tableau );Python;SQL;Client management;Good communication skills,No,No,BE
Male,Sales/Marketing;Technology;Supply Chain Analysis;Govt. Job;Market reserach;Infrastructure;Design,Accounting Skills;Finance related skills;People management;Civil & Criminal Law,Yes,"Mscit ,catia v5, autocad ,",BE
Female,Financial Analysis,Business Analytics;Risk Analytics;SAS;Marketing Management;Market Research;Business Strategy;CommercialBanking;Portfolio Management;Supply Chain Management;Business Process Reengineering;Consumer Behaviour;Long-term Customer Relationships;Retail Marketing;Financial Accounting;credit risk modeling;Security Analysis;Working Capital Management;trategic Marketing;Investment Banking;Structured Finance,Yes,"
Chartered Banker",B.Tech
Male,"Financial Analysis;Sales/Marketing;Trading;Supply Chain Analysis;Data analytics;Industires;Blockchain;Salesforce Admin;Agriculture, services;Excel",Accounting Skills;Hardware skills;Critical Thinking;Analytical Skills;Finance related skills;People management;Product knowledge,No,No,BBA
Male,Technology,"Critical Thinking, Analytic Thinking, Business Knowledge, SQL, Programming, Communication Skills, Work under Pressure, Editing, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Tableau, Building Rapport",No,No,B.Tech
Female,Financial Analysis;News Coverage;Digital marketing,Accounting Skills;Active Listening;Business Knowledge;Leadership;HR,Yes,Tally pro,B.Com
Female,Content Writing,Artistic/Creative Skills;Communication skills;Mass Communication;Writing skills;Content creation,No,No,BA
Female,News Coverage;Understand human behaviour;Content Writing;Govt. Job;Social causes,Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Mass Communication;Editing;Writing skills;Content creation,Yes,No,Bachelor of journalism
Female,News Coverage;Digital marketing,Active Listening;People management;Communication skills;Leadership;Editing;Social Media Marketing,No,No,Master of journalism
Female,Understand human behaviour,Active Listening;Business Knowledge;Communication skills;Product knowledge,Yes,"Adca  , Tally ",B.Com
Female,Technology,Python,Yes,data science,M.Sc
Male,Technology,"AI, ML, Python, Java",No,No,B.Tech
Male,Social media marketing;Design,Designing skills;Machine Learning skills;Social Media Marketing,No,No,Diploma
Male,Research;Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Python;SQL;Good communication skills,Yes,Electric vehicles and Hybrid electric vehicles ,B.Tech
Male,Sales/Marketing;Technology;Product Life cycle Management,People management;Leadership,No,No,BE
Male,Supply Chain Analysis;Product Life cycle Management,Leadership;Product knowledge;Sales,No,No,BE
Male,Service,Accounting Skills;Active Listening;Hardware skills;Leadership;Problem Solving skills;Good communication skills,No,No,B.Sc
Male,Construction,Civil & Criminal Law,No,No,B.Tech
Female,Data analytics,Leadership;Machine Learning skills;Python;SQL;MATLAB,Yes,MS office and advance excel,B.Sc
Male,Technology;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;Finance related skills;People management;Communication skills;Negotiation skills;Editing;Problem Solving skills;Risk management skills;Python;SQL;Java;Good communication skills,Yes,Selenium testing Java,MCA
Male,News Coverage;Research;Technology;Trading;Understand human behaviour;Understand human body,Accounting Skills;Active Listening;Gathering Information;Analytical Skills;Negotiation skills;Mass Communication,No,No,B.Tech
Male,Financial Analysis;Research;Teaching;Understand human behaviour;Web Designing;Data analytics,Accounting Skills;Gathering Information;Artistic/Creative Skills;Editing;Linux,No,No,B.Com
Male,Data analytics;Data scientist;Machine Learning;Excel,Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Interpersonal skills;C++;Presentation Skills;R;Python;SQL;Client management;Good communication skills;Teaching;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);Programming Language C,No,No,B.Tech
Male,Teaching;Technology,Analytical Skills;Leadership;Social Media Marketing,No,No,BE
Male,"Financial Analysis, Take risk for Profits, Trading, Understand Human Behaviour, Understand Human Body","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Product Knowledge, Excel, Observation Skills",Yes,STAAD PRO ,B.E
Female,Technology;Web Designing,Programming Language skills;Wealth Management;Python,No,No,BE
Male,Technology,"AI, Python",No,No,B.Sc
Male,Supply Chain Analysis;Data analytics,Active Listening;People management;Leadership,No,No,BE
Male,Technology;Trading;Data analytics;Service,Business Knowledge;Product knowledge,No,No,MBA
Male,Web Designing;Govt. Job;Web development,"Accounting Skills;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Civil & Criminal Law;Mass Communication;Editing;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;Python;Content creation;Medical knowledge;Java;HR;Proeficiency in Software like STAAD PRO, ETABS",No,Cad,BE
Female,Research,Active Listening;Programming Language skills;Risk management skills;Writing skills;SQL;Java,No,No,B.Tech
Female,Technology,Programming Language skills;Finance related skills;Editing;C++;Python;Artificial Intelligence;SQL;Java,No,No,B.Tech
Female,Technology,"Team work, Excel, Logical Skills, C++, Problem Solving skills, Writing",No,No,B.Tech
Male,Technology;Industires;Information Technology,Hardware skills;PLC/SCADA/VLSI/DCS,Yes,PLC,B.Tech
Male,Financial Analysis;Research;Technology;Data analytics,Programming Language skills;Critical Thinking;Business Knowledge;Communication skills;Leadership;Problem Solving skills;Python;SQL;Java,Yes,Data Science,B.Tech
Female,"Technology,Teaching","Creativity Skills, Team work, Programming",Yes,Full Stack Developer Training,B.Tech
Male,Software engineer ,"AI, ML, Python",No,No,B.Tech
Male,Financial Analysis;Technology;Supply Chain Analysis;Data analytics;Data scientist;Web development;Service;Infrastructure,"Accounting Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Medical knowledge;Java;Cloud Computing;Proeficiency in Software like STAAD PRO, ETABS;Good communication skills",Yes,Type writting English  skills,B.Pharmacy
Male,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Yes,STAAD-Pro,B.Tech
Female,Technology,Programming,No,I doing job ,B.Sc
Male,Web Designing;Web development,Javascript,Yes,No,B.Tech
Male,Technology,Communication Skills,No,No,M.Sc
Male,"Research, Teaching, Technology","Gathering Informing, Leadership, Market Study, Team work",No,No,BE
Female,"Financial Analysis, Teaching, Technology","Accounting Skills, Communication Skills, Editing, Excel, Presentation Skills, Writing, Reading, Subject Knowledge",No,No,B.Tech
Male,Entrepreneurship,"Programming, Logical Skills, Observation Skills",No,No,BE
Male,"Financial Analysis, Technology, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Active Listening, Gathering Informing, Java, SQL, Programming, Communication Skills, Work under Pressure, News Gathering, Editing, Product Knowledge, Excel, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Observation Skills, Building Rapport",Yes,MS HTML-CSS Foundation Certificate,B.Tech
Female,Data analytics;Data scientist;Social media marketing,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL;Java;AWS,Yes,SQL,B.Tech
Female,"Technology, Understand Human Behaviour","ML, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Team work, Excel",Yes,"Course on R, Python, React,React Native,javaScript,typeScript",B.Tech
Male,Financial Analysis;News Coverage;Research;Sales/Marketing;Social Justice;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing;Content Writing;Data analytics;Govt. Job;Game industry;Digital marketing;Home interior design;Retailer;Data scientist;Web development;Market reserach;Social media marketing;Social causes;All fields related to Data science.;Navy Defence related;Customer care;Urban Planning,Active Listening;Critical Thinking;Gathering Information;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Presentation Skills;R;Python;Medical knowledge;Hospitality;Client management;Good communication skills,Yes,Data science course,M.Sc
Male,"Research, Sales/Marketing, Social Justice, Teaching, Technology, Entrepreneurship, Understand Human Behaviour","Programming, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Problem Solving skills, Mass Communication, Writing, Reading, Designing Skills, Sales",No,No,B.E
Male,Research,Designing Skills,Yes,No,B.E
Female,Technology;Govt. Job;Data scientist,Active Listening;Editing;R;Python,Yes,Data science,B.Sc
Male,Data scientist;Machine Learning,Python,Yes,"Python, Machine learning",B.Tech
Male,Mobile App Development,C++;Python;SQL;Java;Architecture;PHP,Yes,Algorithmic Toolbox ,B.Tech
Male,Research;Teaching;Technology;Govt. Job,Active Listening;Programming Language skills;Critical Thinking;Business Knowledge;People management;Negotiation skills;C++,Yes,Cyber security and ethical hacking,BCA
Male,"Financial Analysis, Research, Technology","Accounting Skills, Business Knowledge, People Management, Work under Pressure, Cost Accounting, Reading",No,No,B.Com
Female,Data analytics;Data scientist;SAP Consultant in MM;Cloud computing,Problem Solving skills;C++;Linux;Python,No,No,BE
Male,Technology,NO,No,No,B.Tech
Male,"Social Justice;Technology;Web Designing;Digital marketing;Web development;Market reserach;Social media marketing;Information Technology;Machine Learning;Agriculture, services",Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Communication skills;Leadership;Designing skills;Machine Learning skills;Sales;Social Media Marketing;Artificial Intelligence;Good communication skills;Us & Canada Recruitment (IT);AWS;PHP,Yes,"PHP, HTML, Digital marketing",MBA
Female,Understand human behaviour;Data scientist;Web development,Programming Language skills;Writing skills;Python,No,No,BE
Male,Content Writing,Editing,No,No,Master of journalism 
Female,"Teaching, Entrepreneurship","Sales, Subject Knowledge",Yes,Computer applications,Pharmacy
Female,"Teaching, Entrepreneurship","Reading, Sales",Yes,Basic computer,D ed
Female,Financial Analysis;Govt. Job,Active Listening;Communication skills;Java;Good communication skills;Teaching,No,No,B.Sc
Male,"Machine Learning,All fields related to Data science",Python; C++; problem solving ;KIVY; competitive programming; data structures ;backend web development ;spring boot; spring framework,Yes,"Learning Spring with Spring Boot;
React JS ",B.Tech
Male,Trading,Leadership,No,No,BBA
Male,Technology;Govt. Job,Analytical Skills;Communication skills;Product knowledge;Risk management skills;Good communication skills,No,No,MCA
Male,Social Justice,People Management,Yes,Bh,Hh
Male,Financial Analysis;Research;Sales/Marketing;Trading,Business Knowledge;Finance related skills;Communication skills;Leadership;Interpersonal skills,Yes,ISTQB ,BBA
Male,Financial Analysis;Technology;Trading;Data analytics;All fields related to Data science.;Information Technology;Blockchain ,Analytical Skills;Communication skills;Leadership;Problem Solving skills;C++;Linux;SQL;Good communication skills,No,No,BE
Male,Research;Technology;Web Designing;Data analytics;Govt. Job,Active Listening;Hardware skills;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Problem Solving skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Social Media Marketing;C++;Presentation Skills;R;Linux;Python;SQL;Java;MATLAB,Yes,Python with Data Science,BCA
Male,Construction Manegement ,"Proeficiency in Software like STAAD PRO, ETABS",Yes,Construction Management,B.Tech
Female,Technology;Data analytics;Data scientist;Web development,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL,Yes,Tableau,B.Tech
Female,News Coverage;Understand human behaviour;Content Writing;Digital marketing,Active Listening;Critical Thinking;Gathering Information;People management;Communication skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Content creation,No,No,B.Sc
Female,"Research, Understand Human Behaviour, Understand Human Body","People Management, Communication Skills, Writing, Observation Skills, Reporting",No,No,B.Com
Male,Technology,"AI, ML, Python",Yes,Web And software Engineer ,B.Com
Female,Financial Analysis,Accounting Skills;Business Knowledge;Finance related skills;People management,No,Handicraft ,B.Com
Female,Data scientist;Information Technology,Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Artificial Intelligence;SQL,Yes,Oracle,B.Tech
Female,Teaching,Teaching ,Yes,Dled,BA
Male,Teaching,Java,No,No,B.Tech
Male,Technology,NO,No,No,B.Tech
Female,Entrepreneurship,"Critical Thinking, Gathering Informing, Leadership, Team work, Risk Managing",No,No,B.E
Male,Design,Hardware skills;Analytical Skills;Communication skills;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills,No,No,Diploma
Male,"Research, Teaching, Geography and Geology ","Analytic Thinking, SQL, Oracle, Programming, Communication Skills, Interpersonal Skills",No,No,B.Tech
Male,Construction,Active Listening;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills,No,No,BE
Male,Research,"Accounting Skills, Cost Accounting",No,Talyy,B.Tech
Male,Technology,"Java, SQL, Programming, Team work",No,No,B.Tech
Female,Financial Analysis;Understand human behaviour,Leadership,No,No,BCA
Male,"Technology,Entrepreneurship","Creativity Skills,Leadership,Market Study, Teamwork, Programming",Yes,"Java Training,Power BI",B.Tech
Male,Financial Analysis,"ML, Python, Analytic Thinking, SQL, Excel, Problem Solving skills, Tableau, Risk Managing",Yes,Data science course completion,BE
Male,Industires,mechanical maintenance,Yes,Reliability Engineering,B.Tech
Female,News Coverage;Technology;Understand human behaviour;Understand human body;Data analytics;Home interior design,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Machine Learning skills;Social Media Marketing;Interpersonal skills;Presentation Skills;Linux;Artificial Intelligence;SQL;Medical knowledge;Cloud Computing;HR,Yes,"Advanced Java Program, Emergency Department in Medical Coding and Diploma in Basic Software",BCA
Female,Research;Data analytics;Data scientist;All fields related to Data science.,Active Listening;Gathering Information;Problem Solving skills;MATLAB;Good communication skills;Teaching,Yes,C and C++,BE
Female,"Financial Analysis, Research, Take risk for Profits, Technology, Trading","Accounting Skills, Python, Critical Thinking, Analytic Thinking, Business Knowledge, Communication Skills, Negotiation Skills, Leadership, Editing, Product Knowledge, Cost Accounting, Creativity Skills, Market Study, Team work, Derivatives, Logical Skills, C++, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills, Building Rapport",No,No,M.Sc
Male,Sales/Marketing,"Team work, Reporting",Yes,Certificate in information technology ,BBA 
Male,Sales/Marketing,"Leadership, C.I.T",Yes,Certificate in information technology ,MBA
Male,Sales/Marketing,"Communication Skills, Leadership, Team work, Reporting",Yes,Certificate in information technology ,BBA 
Male,Technology;Data analytics;Game industry,Active Listening;Gathering Information;Artistic/Creative Skills;Editing;Problem Solving skills;SQL,Yes,SQL,B.Tech
Male,Technology,"Python, Artistic skills, SQL, Communication Skills, Editing, Excel, C++",Yes,Sql,B.Tech
Male,Financial Analysis;Data analytics;Social media marketing,Critical Thinking;Business Knowledge;Analytical Skills;SQL,No,No,B.Sc
Female,Research;Technology;Data analytics;Data scientist,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Good communication skills,Yes,Advanced Java,BE
Male,"Sales/Marketing, Teaching, Entrepreneurship","Business Knowledge, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Market Study, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Sales",Yes,Tech programs,BE
Male,Statistical Programmer ,Programming Language skills;R;Python;Programming Language C;SAS ,Yes,data science ,B.Tech
Male,Financial Analysis,Accounting Skills;Analytical Skills;Finance related skills;People management;Negotiation skills,No,No,B.Tech
Male,Financial Analysis,"Accounting Skills, Analytic Thinking, Gathering Informing, People Management, Communication Skills, Work under Pressure, Leadership, Cost Accounting, Team work, Excel, Interpersonal Skills, Problem Solving skills",No,No,B.Com
Female,Technology,"AI, ML, Python, Analytic Thinking, Gathering Informing, SQL, Team work, Excel, Tableau",Yes,Data science professional course,B.Tech
Male,Technology;Understand human behaviour;Understand human body;Data scientist,Active Listening;Business Knowledge;Lotus Notes,Yes,Notes,B.Tech
Female,Technology;Data analytics;Data scientist;Information Technology,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;People management;Negotiation skills;SQL;HR;Client management;Us & Canada Recruitment (IT),Yes,"Certified PLSQL and Bigdata analysis, Vendor Management from LinkedIn",B.Tech
Female,Information Technology,Programming Language skills;Critical Thinking;Leadership;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Good communication skills;Programming Language C,Yes,Data science,B.Tech
Male,Understand Human Behaviour,"Active Listening, Communication Skills, Designing Skills",No,No,B.Tech
Female,Data analytics,Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python,Yes,PGDCA,B.Tech
Male,Software Job,NO,No,No,B.Tech
Female,Technology,"AI, ML, Python, Java, SQL, Oracle, Programming, Work under Pressure, Leadership, Product Knowledge, Team work, Logical Skills, Presentation Skills, C++, Problem Solving skills, Writing, Observation Skills, Subject Knowledge",Yes,"Coursera python certification, naascom artificial intelligence course, web development course",B.Tech
Female,Technology,Linux,No,No,B.Tech
Male,"Research, Technology","Python, People Management, Leadership, Creativity Skills, Team work, Observation Skills, Risk Managing",Yes,C language,B.Sc
Female,Financial Analysis;Sales/Marketing;Govt. Job;Game industry;Digital marketing;Web development;Market reserach;Industires;Design,Accounting Skills;Programming Language skills;Business Knowledge;Finance related skills;People management;Risk management skills,Yes,CCC,B.Com
Male,"Research, Technology, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Programming, Communication Skills, Work under Pressure, Leadership, C++, Problem Solving skills",Yes,Computational fluid dynamics,BE
Male,Technology,Python,No,No,B.Tech
Female,Social Justice;Understand human behaviour;Gardening,Active Listening;Critical Thinking;Product knowledge;Presentation Skills;Artificial Intelligence;Good communication skills;Teaching,Yes,PGDCA and Screen printing,BA
Female,"Research, Technology","Python, Java",No,No,B.Tech
Male,Software ,"Java, SQL",No,No,B.Tech
Female,Technology,"Leadership, Team work, Excel, Reading, Designing Skills",No,No,B.E
Male,Engineering,Engineering,No,No,B.Tech
Female,Financial Analysis,Accounting Skills,No,No,B.Com
Female,Technology;Data scientist;Machine Learning,Active Listening;Hardware skills;Programming Language skills;Communication skills;R;Python;SQL;MATLAB;Good communication skills,No,No,BE
Female,Teaching,Writing skills;Teaching,No,B.sc ( physics),B.Sc
Female,Technology,Python;Java,Yes,Data Science and Machine Learning,BCA
Male,"Social Justice, Technology","Critical Thinking, Analytic Thinking, Business Knowledge, Communication Skills, Negotiation Skills, Leadership, Creativity Skills, Team work, Interpersonal Skills, Problem Solving skills, Risk Managing, Designing Skills",Yes,Innovation Engineer,B.E.
Male,Technology,Active Listening;Programming Language skills;Critical Thinking;Designing skills;SQL;Java;Cloud Computing,Yes,Core Java and J2EE,BCA
Male,Data analytics;Data scientist,Communication skills;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL,No,No,B.Tech
Male,Data scientist,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,Yes,DataScience ,B.Tech
Male,"Research, Social Justice, Teaching","ML, Critical Thinking, Analytic Thinking, Gathering Informing, Communication Skills, Work under Pressure, Writing",No,No,BE
Male,Sales/Marketing,"Business Knowledge, Product Knowledge, Team work, Reading, Building Rapport",No,No,B.E
Male,Financial Analysis;Research;Technology;Game industry ,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,Yes,Data science using python & R Programming. Data Visualization using Tableau.,BE
Male,Research;Game industry;Digital marketing;Data scientist;All fields related to Data science.;Information Technology;Blockchain,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Problem Solving skills;Machine Learning skills;Presentation Skills;R;Python;SQL,Yes,Data science & Tableau ,BE
Male,Entrepreneurship,"Gathering Informing, Product Knowledge",Yes,Post diploma in safety ,B.Tech
Male,Technology;Data analytics;Data scientist;All fields related to Data science.,Gathering Information;Business Knowledge;Analytical Skills;Designing skills;Presentation Skills;Content creation,Yes,Python programming,B.Tech
Female,Financial Analysis;Sales/Marketing;Data analytics,Analytical Skills;People management;Communication skills;Product knowledge;Problem Solving skills;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;MATLAB,No,No,B.Com
Male,Entrepreneurship,"Business Knowledge, Leadership, Team work, Problem Solving skills",No,No,B.Com
Male,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",No,No,B.Tech
Male,"Technology, Entrepreneurship","Business Knowledge, SQL, Programming, People Management, Communication Skills, Work under Pressure, Editing, Creativity Skills, Team work, Excel, Linux, Problem Solving skills, Observation Skills, Reading",Yes,Azure AZ-900,B.Tech
Male,"Research, Sales/Marketing, Entrepreneurship","Business Knowledge, People Management, Work under Pressure, digital marketing",Yes,digital marketing,B.Tech
Female,"Social Justice;Teaching;Govt. Job;Agriculture, services",Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Communication skills;Leadership;Good communication skills;Teaching,Yes,D.el.ed.,Diploma
Male,Govt. Job,Hardware skills,Yes,Java,B.Tech
Female,Sales/Marketing,Artistic/Creative Skills,Yes,Dancing,B.Com
Female,Sales/Marketing,Artistic/Creative Skills,Yes,Dance ,B.Com
Male,Financial Analysis,"
SAP Successfactors;Financial Modeling;Corporate Finance;Equity Research;Financial Statement Analysis;Business Model Development;Financial Forecasting;Business Model InnovationBusiness Strategy",Yes,Financial Modelling;Corporate finance,BBA
Male,Understand human body,"
Cell Culture;Microbiology;Molecular Genetics;Microbial Genetics;Proteomics;PCR;Bioinformatics;ELISA;qRT-PCR;Mammalian Cell Culture;RNA Isolation;Site-directed Mutagenesis;Molecular & Cellular Biology;Immunology;Cell Biology;DNA Extraction",Yes,Adjuvant nanoformulations for tuberculosis vaccine delivery;asics of tuberculosis disease and principles of treatment and their effects,B.Tech
Male,Technology,"Python, SQL, Programming",No,No,B.Sc
Male,Research;Understand human behaviour;Understand human body;Web Designing;Content Writing;Game industry,Active Listening;Leadership;Editing;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Content creation,Yes,Photography,BA
Female,Web Designing,Programming Language skills;Communication skills;Leadership;Editing;Designing skills;Writing skills;C++;SQL,No,No,B.Sc
Male,Teaching,"Python, Analytic Thinking, Java, Oracle, Editing, C++, Problem Solving skills",No,No,B.Tech
Female,Research;Sales/Marketing;Technology;Understand human behaviour,Communication skills;Negotiation skills;Product knowledge;Designing skills,Yes,"Catia, Autocad, Ansys",BE
Female,Data scientist,Communication skills;Leadership;Problem Solving skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );C++;Presentation Skills;Python;Artificial Intelligence;Content creation;Hospitality;HR;Good communication skills;Teaching,No,No,MCA
Male,Technology;Data analytics,Programming Language skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence,No,No,B.Tech
Male,Data analytics;Data scientist,Communication skills;Machine Learning skills;Python;SQL,Yes,Data science with python ,B.Tech
Male,Sales/Marketing;Teaching;Technology,Accounting Skills;Risk management skills;Designing skills;Writing skills,Yes,Python,B.Tech
Female,Technology;Govt. Job;Design,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Communication skills;Leadership;Editing;Problem Solving skills;Designing skills;Writing skills;Java,No,No,B.Tech
Male,"Teaching;Technology;Design;Agriculture, services",Active Listening;Business Knowledge;People management;Communication skills;Leadership;Designing skills;Writing skills;Social Media Marketing;Hospitality;Good communication skills;Teaching;SAP;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);mechanical maintenance;Excel,No,No,BE
Male,Technology,"AI, ML, Python",Yes,AppliedAI,B.Tech
Male,Entrepreneurship,"Editing, Excel, PowerBI",No,No,BE
Female,Music,"Python, Java, SQL",No,No,B.Tech
Male,Teaching;Technology;Trading,Programming Language skills;Critical Thinking;Artistic/Creative Skills,Yes,No,BE
Male,"Take risk for Profits, Technology, Understand Human Behaviour, Understand Human Body","AI, Business Knowledge, Team work, Problem Solving skills",No,No,BE
Male,"Web development,Social causes,All fields related to Data science,Machine Learning,Data scientist",html;c;PHP;CSS;Drupal;Javascript;MSSQL;jQuery;NetBeans;MySql;Ajax;XML,Yes,Python3;SQL,B.Tech
Male,"Research,Understand human body,BioTechnology",Cell culture ;plant tissue culture; environmental biotechnology; microbiology ;nanomaterials ;nanoparticles;nanobiotechnology; gas chromatographyHigh-Performance Liquid Chromatography (HPLC); electrospinning; mammalian cell culture ;bacterial culture; ndds ;chromatography;Tissue culture;UV/Vis Spectroscopy,Yes,novel drug delivery systems; industrial biotechnology,B.Tech
Male,Technology,Integrated Circuits;Lead Generation;Android and IOS App Developer;Aurdino,Yes,Power Electronics,B.Tech
Male,Sales/Marketing,"Work under Pressure, Excel, Sales",No,No,B.Com
Female,Technology,NO,No,No,B.Tech
Male,Game industry,Business Knowledge;Finance related skills;SQL;Java,No,No,B.Sc
Male,"Research,Understand human body,BioTechnology",Good Manufacturing Practice (GMP);Hazard Analysis and Critical Control Points (HACCP);Food Safety;Quality Assurance;Problem Solving;Critical Thinking;Food Microbiology;Food Technology,Yes,Food Technology;Food Safety;Quality Assurance,B.Tech
Male,Litigation & Legal service,Critical Thinking;Civil & Criminal Law,Yes, Contract Management,BALLB
Female,Data analytics,Data Visualization skills( Power Bi/ Tableau );SQL,No,No,B.Tech
Male,Data analytics,Analytical Skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Sales;Python;SQL;Java,Yes,Data Analyst Associate,B.Tech
Male,Design,Business Knowledge;Communication skills;Designing skills;Writing skills;Machine Learning skills,No,No,BE
Male,In IT services,"ML, Python, Java, SQL, C++, Linux",Yes,"Data science, ethical hacking",B.Sc
Female,Sales/Marketing,"Business Knowledge, Java, SQL, Excel, Reporting",Yes,"Java, ms excel",B.Tech
Female,Technology,"SQL, C++",No,No,B.Tech
Male,"Financial Analysis, Research, Technology, GIS","Active Listening, ML, Python, Analytic Thinking, SQL, Programming, Communication Skills, Creativity Skills, Team work, Logical Skills, Tableau, Reading",Yes,Data Analytics and Science - Prepleaf by Masai School,B.Tech
